# # frequency [invcm]  IR intensity [a.u.]
8.070771800000000439e+03  7.006453399999999776e-02
8.077723399999999856e+03  6.857828600000000219e-02
8.084674899999999980e+03  6.701065600000000178e-02
8.091626500000000306e+03  6.551597400000000460e-02
8.098578099999999722e+03  6.424143000000000214e-02
8.105529700000000048e+03  6.328593200000000307e-02
8.112481200000000172e+03  6.267629299999999404e-02
8.119432799999999588e+03  6.236901999999999724e-02
8.126384399999999914e+03  6.227574300000000146e-02
8.133335900000000038e+03  6.230076100000000311e-02
8.140287500000000364e+03  6.237459199999999954e-02
8.147239099999999780e+03  6.247006799999999666e-02
8.154190599999999904e+03  6.259602899999999748e-02
8.161142200000000230e+03  6.277401500000000245e-02
8.168093799999999646e+03  6.301062500000000066e-02
8.175045299999999770e+03  6.327929300000000035e-02
8.181996900000000096e+03  6.351989700000000572e-02
8.188948500000000422e+03  6.365588099999999749e-02
8.195900100000000748e+03  6.362060199999999832e-02
8.202851599999999962e+03  6.338105099999999381e-02
8.209803200000000288e+03  6.294904299999999620e-02
8.216754800000000614e+03  6.237591399999999758e-02
8.223706299999999828e+03  6.173374899999999749e-02
8.230657900000000154e+03  6.109092499999999731e-02
8.237609500000000480e+03  6.049094499999999736e-02
8.244560999999999694e+03  5.994125599999999832e-02
8.251512600000000020e+03  5.941474699999999692e-02
8.258464200000000346e+03  5.886263099999999859e-02
8.265415699999999561e+03  5.823468999999999868e-02
8.272367299999999886e+03  5.750147600000000275e-02
8.279318900000000212e+03  5.667276400000000047e-02
8.286270500000000538e+03  5.580697999999999909e-02
8.293221999999999753e+03  5.500765900000000042e-02
8.300173600000000079e+03  5.440551400000000204e-02
8.307125200000000405e+03  5.412852099999999889e-02
8.314076699999999619e+03  5.426664700000000119e-02
8.321028299999999945e+03  5.484095700000000267e-02
8.327979900000000271e+03  5.578712499999999991e-02
8.334931399999999485e+03  5.696005199999999713e-02
8.341882999999999811e+03  5.816007399999999911e-02
8.348834600000000137e+03  5.917432400000000037e-02
8.355786099999999351e+03  5.982185699999999912e-02
8.362737699999999677e+03  5.999022600000000066e-02
8.369689300000000003e+03  5.965446099999999890e-02
8.376640900000000329e+03  5.887544399999999900e-02
8.383592399999999543e+03  5.778079500000000285e-02
8.390543999999999869e+03  5.653537299999999988e-02
8.397495600000000195e+03  5.530932799999999788e-02
8.404447099999999409e+03  5.424994500000000081e-02
8.411398699999999735e+03  5.346089300000000238e-02
8.418350300000000061e+03  5.299039900000000053e-02
8.425301799999999275e+03  5.282886199999999727e-02
8.432253399999999601e+03  5.291600500000000207e-02
8.439204999999999927e+03  5.315672500000000189e-02
8.446156499999999141e+03  5.344298199999999999e-02
8.453108099999999467e+03  5.367678299999999875e-02
8.460059699999999793e+03  5.378808699999999832e-02
8.467011300000000119e+03  5.374258999999999981e-02
8.473962799999999334e+03  5.353802199999999761e-02
8.480914399999999659e+03  5.319254100000000290e-02
8.487865999999999985e+03  5.273233299999999929e-02
8.494817499999999200e+03  5.218563899999999894e-02
8.501769099999999526e+03  5.158634000000000136e-02
8.508720699999999852e+03  5.098383599999999766e-02
8.515672200000000885e+03  5.045062799999999736e-02
8.522623799999999392e+03  5.007809900000000092e-02
8.529575399999999718e+03  4.995578999999999992e-02
8.536526900000000751e+03  5.013829300000000044e-02
8.543478499999999258e+03  5.061248799999999715e-02
8.550430099999999584e+03  5.128145600000000304e-02
8.557381699999999910e+03  5.197730700000000037e-02
8.564333199999999124e+03  5.250421200000000149e-02
8.571284799999999450e+03  5.269955099999999726e-02
8.578236399999999776e+03  5.249143399999999654e-02
8.585187900000000809e+03  5.192973099999999981e-02
8.592139499999999316e+03  5.117637900000000101e-02
8.599091099999999642e+03  5.045590099999999745e-02
8.606042600000000675e+03  4.998259599999999719e-02
8.612994199999999182e+03  4.989010299999999815e-02
8.619945799999999508e+03  5.018833999999999795e-02
8.626897300000000541e+03  5.076246899999999757e-02
8.633848900000000867e+03  5.141302899999999898e-02
8.640800499999999374e+03  5.192198299999999794e-02
8.647752099999999700e+03  5.212147200000000202e-02
8.654703600000000733e+03  5.194300699999999937e-02
8.661655199999999240e+03  5.143323899999999865e-02
8.668606799999999566e+03  5.073454000000000158e-02
8.675558300000000600e+03  5.003960200000000247e-02
8.682509899999999107e+03  4.953580500000000220e-02
8.689461499999999432e+03  4.935587500000000044e-02
8.696413000000000466e+03  4.954732700000000212e-02
8.703364600000000792e+03  5.006647799999999759e-02
8.710316199999999299e+03  5.079572599999999938e-02
8.717267700000000332e+03  5.157712700000000039e-02
8.724219300000000658e+03  5.225199700000000141e-02
8.731170899999999165e+03  5.269576499999999858e-02
8.738122400000000198e+03  5.283949500000000021e-02
8.745074000000000524e+03  5.267388299999999773e-02
8.752025600000000850e+03  5.223700299999999713e-02
8.758977199999999357e+03  5.159209299999999859e-02
8.765928700000000390e+03  5.080444900000000152e-02
8.772880300000000716e+03  4.992589100000000002e-02
8.779831899999999223e+03  4.899145800000000162e-02
8.786783400000000256e+03  4.802729800000000299e-02
8.793735000000000582e+03  4.706377500000000214e-02
8.800686600000000908e+03  4.614570500000000214e-02
8.807638100000000122e+03  4.533345800000000009e-02
8.814589700000000448e+03  4.469341400000000075e-02
8.821541300000000774e+03  4.428166800000000319e-02
8.828492799999999988e+03  4.412812399999999774e-02
8.835444400000000314e+03  4.422777900000000179e-02
8.842396000000000640e+03  4.454221099999999822e-02
8.849347599999999147e+03  4.500935999999999826e-02
8.856299100000000180e+03  4.555614899999999717e-02
8.863250700000000506e+03  4.610833799999999871e-02
8.870202300000000832e+03  4.659501600000000299e-02
8.877153800000000047e+03  4.694945700000000000e-02
8.884105400000000373e+03  4.711096599999999718e-02
8.891057000000000698e+03  4.703192099999999737e-02
8.898008499999999913e+03  4.669052600000000303e-02
8.904960100000000239e+03  4.610485599999999962e-02
8.911911700000000565e+03  4.534059299999999848e-02
8.918863199999999779e+03  4.450558500000000028e-02
8.925814800000000105e+03  4.372920000000000279e-02
8.932766400000000431e+03  4.313124799999999703e-02
8.939718000000000757e+03  4.279070699999999727e-02
8.946669499999999971e+03  4.272567499999999768e-02
8.953621100000000297e+03  4.289215200000000283e-02
8.960572700000000623e+03  4.320192500000000213e-02
8.967524199999999837e+03  4.355242899999999667e-02
8.974475800000000163e+03  4.385725499999999777e-02
8.981427400000000489e+03  4.406664799999999993e-02
8.988378899999999703e+03  4.417229300000000136e-02
8.995330500000000029e+03  4.419729099999999966e-02
9.002282100000000355e+03  4.417752900000000010e-02
9.009233599999999569e+03  4.414249499999999687e-02
9.016185199999999895e+03  4.410204499999999944e-02
9.023136800000000221e+03  4.404193199999999891e-02
9.030088400000000547e+03  4.392748300000000328e-02
9.037039899999999761e+03  4.371283900000000333e-02
9.043991500000000087e+03  4.335310900000000078e-02
9.050943100000000413e+03  4.281748400000000288e-02
9.057894599999999627e+03  4.210170500000000315e-02
9.064846199999999953e+03  4.123773299999999864e-02
9.071797800000000279e+03  4.029750299999999841e-02
9.078749299999999494e+03  3.938751199999999952e-02
9.085700899999999820e+03  3.863272499999999970e-02
9.092652500000000146e+03  3.815174799999999922e-02
9.099603999999999360e+03  3.802914699999999926e-02
9.106555599999999686e+03  3.829311500000000257e-02
9.113507200000000012e+03  3.890596400000000121e-02
9.120458800000000338e+03  3.977088799999999730e-02
9.127410299999999552e+03  4.075278999999999707e-02
9.134361899999999878e+03  4.170615400000000222e-02
9.141313500000000204e+03  4.250108200000000253e-02
9.148264999999999418e+03  4.304066599999999826e-02
9.155216599999999744e+03  4.326737099999999892e-02
9.162168200000000070e+03  4.316093800000000286e-02
9.169119699999999284e+03  4.273295399999999661e-02
9.176071299999999610e+03  4.202255800000000152e-02
9.183022899999999936e+03  4.109459599999999713e-02
9.189974399999999150e+03  4.003792800000000041e-02
9.196925999999999476e+03  3.895977300000000310e-02
9.203877599999999802e+03  3.797318599999999905e-02
9.210829200000000128e+03  3.717834999999999890e-02
9.217780699999999342e+03  3.664241000000000026e-02
9.224732299999999668e+03  3.638472899999999760e-02
9.231683899999999994e+03  3.637351199999999674e-02
9.238635399999999208e+03  3.653585499999999903e-02
9.245586999999999534e+03  3.677838800000000213e-02
9.252538599999999860e+03  3.701189199999999763e-02
9.259490100000000893e+03  3.717227900000000251e-02
9.266441699999999400e+03  3.723228800000000227e-02
9.273393299999999726e+03  3.720198100000000202e-02
9.280344800000000760e+03  3.711979499999999710e-02
9.287296399999999267e+03  3.703820299999999871e-02
9.294247999999999593e+03  3.700828899999999977e-02
9.301199599999999919e+03  3.706654200000000093e-02
9.308151099999999133e+03  3.722577500000000261e-02
9.315102699999999459e+03  3.747109600000000235e-02
9.322054299999999785e+03  3.776148399999999794e-02
9.329005800000000818e+03  3.803707299999999764e-02
9.335957399999999325e+03  3.823141299999999881e-02
9.342908999999999651e+03  3.828650200000000003e-02
9.349860500000000684e+03  3.816695500000000241e-02
9.356812099999999191e+03  3.786917399999999850e-02
9.363763699999999517e+03  3.742253599999999930e-02
9.370715200000000550e+03  3.688215699999999875e-02
9.377666800000000876e+03  3.631581600000000076e-02
9.384618399999999383e+03  3.578963799999999862e-02
9.391569999999999709e+03  3.535715500000000122e-02
9.398521500000000742e+03  3.505439099999999725e-02
9.405473099999999249e+03  3.490061600000000236e-02
9.412424699999999575e+03  3.490207299999999874e-02
9.419376200000000608e+03  3.505535399999999691e-02
9.426327799999999115e+03  3.534847700000000315e-02
9.433279399999999441e+03  3.576001100000000127e-02
9.440230900000000474e+03  3.625844799999999868e-02
9.447182500000000800e+03  3.680409800000000037e-02
9.454134099999999307e+03  3.735419000000000239e-02
9.461085600000000341e+03  3.786945500000000325e-02
9.468037200000000666e+03  3.831903600000000076e-02
9.474988799999999173e+03  3.868098999999999843e-02
9.481940399999999499e+03  3.893815700000000102e-02
9.488891900000000533e+03  3.907214400000000309e-02
9.495843500000000859e+03  3.906004400000000210e-02
9.502795099999999366e+03  3.887773499999999660e-02
9.509746600000000399e+03  3.851034899999999928e-02
9.516698200000000725e+03  3.796620500000000287e-02
9.523649799999999232e+03  3.728749199999999847e-02
9.530601300000000265e+03  3.655108299999999810e-02
9.537552900000000591e+03  3.585630100000000015e-02
9.544504499999999098e+03  3.530197899999999722e-02
9.551456000000000131e+03  3.496007899999999807e-02
9.558407600000000457e+03  3.485519900000000337e-02
9.565359200000000783e+03  3.495745799999999681e-02
9.572310799999999290e+03  3.519128700000000165e-02
9.579262300000000323e+03  3.545684600000000020e-02
9.586213900000000649e+03  3.565661299999999673e-02
9.593165499999999156e+03  3.571877799999999964e-02
9.600117000000000189e+03  3.561129799999999956e-02
9.607068600000000515e+03  3.534454499999999805e-02
9.614020200000000841e+03  3.496424699999999691e-02
9.620971700000000055e+03  3.453858399999999718e-02
9.627923300000000381e+03  3.414334599999999803e-02
9.634874900000000707e+03  3.384787300000000054e-02
9.641826399999999921e+03  3.370323599999999753e-02
9.648778000000000247e+03  3.373355299999999946e-02
9.655729600000000573e+03  3.393161000000000094e-02
9.662681099999999788e+03  3.426015300000000152e-02
9.669632700000000114e+03  3.465970300000000004e-02
9.676584300000000439e+03  3.506208400000000031e-02
9.683535900000000765e+03  3.540665800000000057e-02
9.690487399999999980e+03  3.565465999999999774e-02
9.697439000000000306e+03  3.579705200000000281e-02
9.704390600000000632e+03  3.585328900000000346e-02
9.711342099999999846e+03  3.586153699999999889e-02
9.718293700000000172e+03  3.586393300000000062e-02
9.725245300000000498e+03  3.589193100000000192e-02
9.732196799999999712e+03  3.595625000000000210e-02
9.739148400000000038e+03  3.604372100000000079e-02
9.746100000000000364e+03  3.612077500000000080e-02
9.753051499999999578e+03  3.614150700000000327e-02
9.760003099999999904e+03  3.605788399999999838e-02
9.766954700000000230e+03  3.583032199999999778e-02
9.773906300000000556e+03  3.543767800000000023e-02
9.780857799999999770e+03  3.488581100000000268e-02
9.787809400000000096e+03  3.421317900000000328e-02
9.794761000000000422e+03  3.349099199999999721e-02
9.801712499999999636e+03  3.281551800000000185e-02
9.808664099999999962e+03  3.229170800000000230e-02
9.815615700000000288e+03  3.201047399999999710e-02
9.822567199999999502e+03  3.202515799999999802e-02
9.829518799999999828e+03  3.233459000000000333e-02
9.836470400000000154e+03  3.287912300000000315e-02
9.843421899999999368e+03  3.355233400000000310e-02
9.850373499999999694e+03  3.422577699999999890e-02
9.857325100000000020e+03  3.477963600000000266e-02
9.864276700000000346e+03  3.513010300000000280e-02
9.871228199999999561e+03  3.524572299999999964e-02
9.878179799999999886e+03  3.514904900000000165e-02
9.885131400000000212e+03  3.490492199999999795e-02
9.892082899999999427e+03  3.460049899999999984e-02
9.899034499999999753e+03  3.432350599999999669e-02
9.905986100000000079e+03  3.414412700000000328e-02
9.912937599999999293e+03  3.410345699999999675e-02
9.919889199999999619e+03  3.420903599999999822e-02
9.926840799999999945e+03  3.443658899999999662e-02
9.933792299999999159e+03  3.473682899999999685e-02
9.940743899999999485e+03  3.504632099999999834e-02
9.947695499999999811e+03  3.530122100000000068e-02
9.954647100000000137e+03  3.545182300000000036e-02
9.961598599999999351e+03  3.547472000000000125e-02
9.968550199999999677e+03  3.537895499999999666e-02
9.975501800000000003e+03  3.520365300000000142e-02
9.982453299999999217e+03  3.500717899999999938e-02
9.989404899999999543e+03  3.485106599999999999e-02
9.996356499999999869e+03  3.478420000000000123e-02
1.000330800000000090e+04  3.483284600000000064e-02
1.001026000000000022e+04  3.499971000000000332e-02
1.001721099999999933e+04  3.527140599999999820e-02
1.002416300000000047e+04  3.563006400000000296e-02
1.003111399999999958e+04  3.606320899999999885e-02
1.003806600000000071e+04  3.656718400000000257e-02
1.004501699999999983e+04  3.714268999999999904e-02
1.005196899999999914e+04  3.778495400000000254e-02
1.005892100000000028e+04  3.847361600000000215e-02
1.006587199999999939e+04  3.916762900000000241e-02
1.007282400000000052e+04  3.980819499999999761e-02
1.007977499999999964e+04  4.032933899999999877e-02
1.008672700000000077e+04  4.067270299999999755e-02
1.009367799999999988e+04  4.080175999999999942e-02
1.010062999999999920e+04  4.071133500000000127e-02
1.010758200000000033e+04  4.043027500000000163e-02
1.011453299999999945e+04  4.001733600000000057e-02
1.012148500000000058e+04  3.955183500000000046e-02
1.012843599999999969e+04  3.912111800000000333e-02
1.013538800000000083e+04  3.880672599999999972e-02
1.014233899999999994e+04  3.867100200000000293e-02
1.014929099999999926e+04  3.874611000000000027e-02
1.015624300000000039e+04  3.902784799999999693e-02
1.016319399999999951e+04  3.947663500000000297e-02
1.017014600000000064e+04  4.002701899999999702e-02
1.017709699999999975e+04  4.060480400000000129e-02
1.018404900000000089e+04  4.114812500000000067e-02
1.019100000000000000e+04  4.162660499999999708e-02
1.019795199999999932e+04  4.205234199999999950e-02
1.020490400000000045e+04  4.247828499999999757e-02
1.021185499999999956e+04  4.298333000000000015e-02
1.021880700000000070e+04  4.364774500000000168e-02
1.022575799999999981e+04  4.452590900000000240e-02
1.023270999999999913e+04  4.562449600000000050e-02
1.023966100000000006e+04  4.689281800000000278e-02
1.024661299999999937e+04  4.822860200000000236e-02
1.025356500000000051e+04  4.949814400000000086e-02
1.026051599999999962e+04  5.056584299999999921e-02
1.026746800000000076e+04  5.132567300000000221e-02
1.027441899999999987e+04  5.172657499999999686e-02
1.028137099999999919e+04  5.178519100000000125e-02
1.028832200000000012e+04  5.158238200000000301e-02
1.029527399999999943e+04  5.124395899999999865e-02
1.030222600000000057e+04  5.091021899999999961e-02
1.030917699999999968e+04  5.070210499999999731e-02
1.031612900000000081e+04  5.069316100000000047e-02
1.032307999999999993e+04  5.089526700000000098e-02
1.033003199999999924e+04  5.126233000000000178e-02
1.033698300000000017e+04  5.171073600000000020e-02
1.034393499999999949e+04  5.215003399999999789e-02
1.035088600000000042e+04  5.251395300000000210e-02
1.035783799999999974e+04  5.278182399999999802e-02
1.036479000000000087e+04  5.298388400000000192e-02
1.037174099999999999e+04  5.318959599999999871e-02
1.037869299999999930e+04  5.348383100000000251e-02
1.038564400000000023e+04  5.393941099999999961e-02
1.039259599999999955e+04  5.459478100000000195e-02
1.039954700000000048e+04  5.544275199999999792e-02
1.040649899999999980e+04  5.643178900000000303e-02
1.041345099999999911e+04  5.747716600000000314e-02
